Report Title,Type,Field Name,Field Description,Order,Order of Report in System
Daily>Charges By Current User,Columns,Diag4 Rsk Ind,Diagnosis 4 Risk Indicator,205,76
Daily>Charges By Current User,Columns,Stmt Aging Date,Statement Aging Date,206,76
Daily>Charges By Current User,Columns,Crt Dt,Create Date,207,76
Daily>Charges By Current User,Columns,Created By,Created By,208,76
Daily>Charges By Current User,Columns,Mod Dt,Last Modified Date,209,76
Daily>Charges By Current User,Columns,Modified By,Last Modified By,210,76
Daily>Charges By Current User,Columns,Community Code,Community Code,211,76
Daily>Charges By Current User,Columns,Prim Enc Rate SIM,Primary Encounter Rate Ser/ice Item,212,76
Daily>Charges By Current User,Columns,Prim Enc Rate Amt,Primary Encounter Rate Amount,213,76
Daily>Charges By Current User,Columns,Sec Enc Rate SIM,Secondary Encounter Rate Service Item,214,76
Daily>Charges By Current User,Columns,Sec Enc Rate Amt,Secondary Encounter Rate Amount,215,76
Daily>Charges By Current User,Columns,Ter Enc Rate SIM,Tertiary Encounter Rate Service Item,216,76
Daily>Charges By Current User,Columns,Ter Enc Rate Amt,Tertiary Encounter Rate Amt,217,76
Daily>Charges By Current User,Columns,Rx,Rx Indicator,218,76
Daily>Charges By Current User,Columns,Dt Appl Placed,Date Appliance Placed,219,76
Daily>Charges By Current User,Filter 1,Create Date,,220,76
Daily>Charges By Current User,Filter 1,Process Date,,221,76
Daily>Charges By Current User,Filter 1,Service Date,,222,76
Daily>Charges By Current User,Filter 1,Outsource Date,,223,76
Daily>Charges By Current User,Filter 1,Outsource Agin..,,224,76
Daily>Charges By Current User,Filter 1,Charge Type,,225,76
Daily>Charges By Current User,Filter 1,Slide %,,226,76
Daily>Charges By Current User,Filter 1,Void Charges,,227,76
Daily>Charges By Current User,Filter 1,Case,,228,76
Daily>Charges By Current User,Filter 1,Outsource ,,229,76
Daily>Charges By Current User,Filter 1,No Encounter for,,230,76
Daily>Charges By Current User,Settings List,Department,,231,76
Daily>Charges By Current User,Settings List,Diagnosis Category,,232,76
Daily>Charges By Current User,Settings List,Diagnosis Codes,,233,76
Daily>Charges By Current User,Settings List,Diagnosis SubGroup 1,,234,76
Daily>Charges By Current User,Settings List,Diagnosis SubGroup 2,,235,76
Daily>Charges By Current User,Settings List,Fin Class,,236,76
Daily>Charges By Current User,Settings List,Location SubGrp 1,,237,76
Daily>Charges By Current User,Settings List,Location SubGrp 2,,238,76
Daily>Charges By Current User,Settings List,Marketing Plan Type,,239,76
Daily>Charges By Current User,Settings List,Patient Status,,240,76
Daily>Charges By Current User,Settings List,Payer SubGrp 1,,241,76
Daily>Charges By Current User,Settings List,Payer SubGrp 2,,242,76
Daily>Charges By Current User,Settings List,Practices,,243,76
Daily>Charges By Current User,Settings List,Primary Payers,,244,76
Daily>Charges By Current User,Settings List,Provider SubGrp 1,,245,76
Daily>Charges By Current User,Settings List,Provider SubGrp 2,,246,76
Daily>Charges By Current User,Settings List,Referring Phys,,247,76
Daily>Charges By Current User,Settings List,Service Items,,248,76
Daily>Charges By Current User,Settings List,Sliding Fee Schedules,,249,76
Daily>Encounters,Columns,Prac Name,Practice Name,1,77
Daily>Encounters,Columns,Sect Name,Section Name,2,77
Daily>Encounters,Columns,Loc Name,Location Name,3,77
Daily>Encounters,Columns,Location SubGrp 1,Location Subgrouping 1,4,77
Daily>Encounters,Columns,Location SubGrp 2,Location Subgrouping 2,5,77
Daily>Encounters,Columns,Rendering,Encounter Rendering Provider,6,77
Daily>Encounters,Columns,Provider SubGrp 1,Provider Subgrouping 1,7,77
Daily>Encounters,Columns,Provider SubGrp 2,Provider Subgrouping 2,8,77
Daily>Encounters,Columns,Guar Name,Guarantor Name,9,77
Daily>Encounters,Columns,Enc Dt,Encounter Billable Date,10,77
Daily>Encounters,Columns,Encounter,Encounter Number,11,77
Daily>Encounters,Columns,Status,Encounter/Charge Status,12,77
Daily>Encounters,Columns,Pat Name,Patient Name,13,77
Daily>Encounters,Columns,Per Nbr,Person Number,14,77
Daily>Encounters,Columns,Addr 1,Address 1,15,77
Daily>Encounters,Columns,Addr 2,Address 2,16,77
Daily>Encounters,Columns,City,City,17,77
Daily>Encounters,Columns,State,State,18,77
Daily>Encounters,Columns,Zip,Zip Code,19,77
Daily>Encounters,Columns,County,County,20,77
Daily>Encounters,Columns,SSN,Social Security Number,21,77
Daily>Encounters,Columns,Gen,Gender Code,22,77
Daily>Encounters,Columns,SSN,Social Security Number,23,77
Daily>Encounters,Columns,Gen,Gender Code,24,77
Daily>Encounters,Columns,Mar,Marital Status,25,77
Daily>Encounters,Columns,Md Rc,Medical Record Number,26,77
Daily>Encounters,Columns,Pat Type,Patient Type,27,77
Daily>Encounters,Columns,Birth Dt,Birth Date,28,77
Daily>Encounters,Columns,Pat Age,Patient Age,29,77
Daily>Encounters,Columns,Pat Age in Years,Patient Age in Years,30,77
Daily>Encounters,Columns,Pat Age in Months,Patient Age in Months,31,77
Daily>Encounters,Columns,Pat Age in Years (D...,Patient Age in Years on the Date Of Service,32,77
Daily>Encounters,Columns,Pat Age in Months (D...,Patient Age in Months on the Date Of Service,33,77
Daily>Encounters,Columns,Chg Amt,Charge Amount,34,77
Daily>Encounters,Columns,Chg Count,Charge Count,35,77
Daily>Encounters,Columns,Bal Amt,Balance Amount,36,77
Daily>Encounters,Columns,Admitting,Admitting Provider,37,77
Daily>Encounters,Columns,Fst Consult,First Consulting Provider,38,77
Daily>Encounters,Columns,Sec Consult,Second Consulting Provider,39,77
Daily>Encounters,Columns,Referring,Encounter Referring Provider,40,77
Daily>Encounters,Columns,Supervisor,Supervising Provider,41,77
Daily>Encounters,Columns,Facility,Facility,42,77
Daily>Encounters,Columns,Enc Age,Encounter Age (Calculated by the Current Date - Cre-,43,77
Daily>Encounters,Columns,Payer Name,Payer Name,44,77
Daily>Encounters,Columns,Enc Age,Encounter Age (Calculated by the Current Date - Cre .,45,77
Daily>Encounters,Columns,Payer Name,Payer Name,46,77
Daily>Encounters,Columns,Sec Payer,Secondary Payer Name,47,77
Daily>Encounters,Columns,Tert Payer,Tertiary Payer Name,48,77
Daily>Encounters,Columns,Auth Cd,Authorization Code,49,77
Daily>Encounters,Columns,Referral Nbr,Referral Code,50,77
Daily>Encounters,Columns,Payer SubGrp 1,Payer Subgrouping 1,51,77
Daily>Encounters,Columns,Payer SubGrp 2,Payer Subgrouping 2,52,77
Daily>Encounters,Columns,Contracted Ind,Contracted Payer Indicator,53,77
Daily>Encounters,Columns,Plan #,Plan Number,54,77
Daily>Encounters,Columns,Policy #,Policy Number,55,77
Daily>Encounters,Columns,Group Name,Group Name,56,77
Daily>Encounters,Columns,Group#,Group Number,57,77
Daily>Encounters,Columns,Fin Class,Financial Class,58,77
Daily>Encounters,Columns,First Bill Dt,Final Bill Date,59,77
Daily>Encounters,Columns,Lst Bill Dt,Last Bill Date,60,77
Daily>Encounters,Columns,Pat Rsp Dt,Patient Responsibility Date,61,77
Daily>Encounters,Columns,Onset Dt,Onset Date,62,77
Daily>Encounters,Columns,Onset Tm,Onset Time,63,77
Daily>Encounters,Columns,Acc Occur Cd,Accident Occurrence Code,64,77
Daily>Encounters,Columns,Acc Occur St,Accident Occurrence State,65,77
Daily>Encounters,Columns,Admit Dt,Admit Date,66,77
Daily>Encounters,Columns,Acc Occur St,Accident Occurrence State,67,77
Daily>Encounters,Columns,Admit Dt,Admit Date,68,77
Daily>Encounters,Columns,Disch Dt,Discharge Date,69,77
Daily>Encounters,Columns,Chkin Dt,Check-in Date,70,77
Daily>Encounters,Columns,Chkout Dt,Check-out Date,71,77
Daily>Encounters,Columns,ETime,Elapsed Time,72,77
Daily>Encounters,Columns,Task Cnt,Task Count,73,77
Daily>Encounters,Columns,Stmt,Print Statement Indicator,74,77
Daily>Encounters,Columns,Lst Stmt Dt,Last Statement Date,75,77
Daily>Encounters,Columns,Pre Lst,Pre List Indicator,76,77
Daily>Encounters,Columns,Pre Lst Dt,Pre List Effective Date,77,77
Daily>Encounters,Columns,Col Agency,Collection Agency,78,77
Daily>Encounters,Columns,Bad Debt Dt,Bad Debt Date,79,77
Daily>Encounters,Columns,Reinstate Dt,Reinstate Date,80,77
Daily>Encounters,Columns,Bdg,Account/Encounter Budget Indicator,81,77
Daily>Encounters,Columns,Co Amt,Insurance/Contract Copay Amount,82,77
Daily>Encounters,Columns,Enc Copay Amt,Encounter Copay Amount,83,77
Daily>Encounters,Columns,Copay Perc,Copay Percent,84,77
Daily>Encounters,Columns,Third Party Pay Amt,Third Party Payments,85,77
Daily>Encounters,Columns,Pat Pay Amt,Patient Payments,86,77
Daily>Encounters,Columns,Pat Pay Amt on DOS,Patient Payments Made on Date of Service,87,77
Daily>Encounters,Columns,Total Pay Amt,Total Encounter Payments,88,77
Daily>Encounters,Columns,Pat Pay Amt on DOS,Patient Payments Made on Date of Senvice,89,77
Daily>Encounters,Columns,Total Pay Amt,Total Encounter Payments,90,77
Daily>Encounters,Columns,UB Adm Src,Admission Source,91,77
Daily>Encounters,Columns,UB Fac Type,Facility Type,92,77
Daily>Encounters,Columns,UB Bill Class,Billing Class,93,77
Daily>Encounters,Columns,UB Bill Freq,Billing Frequency,94,77
Daily>Encounters,Columns,UB Hold Dt,Hold Date (Do not file until this date),95,77
Daily>Encounters,Columns,UB OC32a,32a - Occurrence Code,96,77
Daily>Encounters,Columns,UB OC32a Dt,32a - Occurrence Date,97,77
Daily>Encounters,Columns,UB OC33a,33a - Occurrence Code,98,77
Daily>Encounters,Columns,UBOC33a Dt,33a - Occurrence Date,99,77
Daily>Encounters,Columns,UB OC34a,34a - Occurrence Code,100,77
Daily>Encounters,Columns,UB OC34a Dt,34a - Occurrence Date,101,77
Daily>Encounters,Columns,UB OC35a,35a - Occurrence Code,102,77
Daily>Encounters,Columns,UBOC35a Dt,35a - Occurrence Date,103,77
Daily>Encounters,Columns,UB OC32b,32b - Occurrence Code,104,77
Daily>Encounters,Columns,UB OC32b Dt,32b - Occurrence Date,105,77
Daily>Encounters,Columns,UB OC33b,33b - Occurrence Code,106,77
Daily>Encounters,Columns,UBOC33b Dt,33b - Occurrence Date,107,77
Daily>Encounters,Columns,UB OC34b,34b - Occurrence Code,108,77
Daily>Encounters,Columns,UB OC34b Dt,34b - Occurrence Date,109,77
Daily>Encounters,Columns,UB OC35b,35b - Occurrence Code,110,77
Daily>Encounters,Columns,UB OC34b Dt,34b - Occurrence Date,111,77
Daily>Encounters,Columns,UB OC35b,35b - Occurrence Code,112,77
Daily>Encounters,Columns,UB OC35b Dt,35b - Occurrence Date,113,77
Daily>Encounters,Columns,UB VC39a,39a - Value Code,114,77
Daily>Encounters,Columns,UB VC39a Amt,39a - Value Code Amount,115,77
Daily>Encounters,Columns,UB VC40a,40a - Value Code,116,77
Daily>Encounters,Columns,UB VC40a Amt,40a- Value Code Amount,117,77
Daily>Encounters,Columns,UB VC41a,41a - Value Code,118,77
Daily>Encounters,Columns,UB VC41a Amt,41a - Value Code Amount,119,77
Daily>Encounters,Columns,UB VC39b,39b - Value Code,120,77
Daily>Encounters,Columns,UB VC39b Amt,39b- Value Code Amount,121,77
Daily>Encounters,Columns,UB VC40b,40b - Value Code,122,77
Daily>Encounters,Columns,UB VC40b Amt,40b - Value Code Amount,123,77
Daily>Encounters,Columns,UB VC41b,41b - Value Code,124,77
Daily>Encounters,Columns,UB VC41b Amt,41b - Value Code Amount,125,77
Daily>Encounters,Columns,UBVC39c,39c - Value Code,126,77
Daily>Encounters,Columns,UB VC39c Amt,39c - Value Code Amount,127,77
Daily>Encounters,Columns,UBVC40c,40c - Value Code,128,77
Daily>Encounters,Columns,UB VC40c Amt,40c - Value Code Amount,129,77
Daily>Encounters,Columns,UBVC41c,41c - Value Code,130,77
Daily>Encounters,Columns,UB VC41c Amt,41c - Value Code Amount,131,77
Daily>Encounters,Columns,UB VC39d,39d - Value Code,132,77
Daily>Encounters,Columns,UBVC41c Amt,41c - Value Code Amount,133,77
Daily>Encounters,Columns,UBVC39d,39d - Value Code,134,77
Daily>Encounters,Columns,UB VC39d Amt,39d - Value Code Amount,135,77
Daily>Encounters,Columns,UB VC40d,40d - Value Code,136,77
Daily>Encounters,Columns,UB VC40d Amt,4Dd - Value Code Amount,137,77
Daily>Encounters,Columns,UB VC41d,41d-Value Code,138,77
Daily>Encounters,Columns,UBVC41d Amt,41d - Value Code Amount,139,77
Daily>Encounters,Columns,PatSts,Patient Status,140,77
Daily>Encounters,Columns,Pat Sts Rsn,Patient Status Reason,141,77
Daily>Encounters,Columns,Case Nbr,Case Management Number,142,77
Daily>Encounters,Columns,Case Desc,Case Management Description,143,77
Daily>Encounters,Columns,Case Sts,Case Management Status,144,77
Daily>Encounters,Columns,Case Emp,Case Management Employer,145,77
Daily>Encounters,Columns,Reminder Call Opt 0...,Enterprise Client Defined 1,146,77
Daily>Encounters,Columns,Crt Dt,Create Date,147,77
Daily>Encounters,Columns,Created By,Created By,148,77
Daily>Encounters,Columns,Mod Dt,Last Modified Date,149,77
Daily>Encounters,Columns,Modified By,Last Modified By,150,77
Daily>Encounters,Columns,Hold Dt,Hold Date (Do not send Collections Letter until this d..,151,77
Daily>Encounters,Columns,Delay Rsn Cd,Delay Reason Code (Reason for the Collections Lett,152,77
Daily>Encounters,Columns,Date Last Seen,Date Last Seen,153,77
Daily>Encounters,Columns,Spec Prog,Special Program,154,77
Daily>Encounters,Columns,Date Last Seen,Date Last Seen,155,77
Daily>Encounters,Columns,Spec Prog,Special Program,156,77
Daily>Encounters,Columns,Svc Auth Exc,Service Authorization Exception Code,157,77
Daily>Encounters,Columns,EPSDT Ref Cond Cd,EPSDT Referral Condition Code,158,77
Daily>Encounters,Columns,EPSDT Ref Cd,EPSDT Referral Code,159,77
Daily>Encounters,Columns,EPSDT Enc Cd,EPSDT Encounter Condition Code,160,77
Daily>Encounters,Columns,EPSDT Enc Cd Other,EPSDT Encounter Code Other,161,77
Daily>Encounters,Columns,Rpt Type,Report Type,162,77
Daily>Encounters,Columns,Rpt Trans Cd,Report Transaction Code,163,77
Daily>Encounters,Columns,Ctrl Nbr,Control Number,164,77
Daily>Encounters,Columns,Qual Enc,Qualifying Encounter Indicator,165,77
Daily>Encounters,Columns,Stmt Ctr,Encounter Statement Counter,166,77
Daily>Encounters,Columns,Enc Cnt,Total Encounters Within Date Range,167,77
Daily>Encounters,Columns,FQHC Enc Cnt,Total FQHC Encounters Within Date Range,168,77
Daily>Encounters,Columns,Fam Pln,Family Planning Indicator,169,77
Daily>Encounters,Columns,Prim Enc Rate Bill St..,Primary Encounter Rate Billing Status,170,77
Daily>Encounters,Columns,Sec Enc Rate Bill Sta...,Secondary Encounter Rate Billing Status,171,77
Daily>Encounters,Columns,Incident to Enc,Incident To Encounter Billing Indicator,172,77
Daily>Encounters,Columns,UBCond Cd 24,Condition Codes,173,77
Daily>Encounters,Columns,UBCond Cd 25,Condition Codes,174,77
Daily>Encounters,Columns,UBCond Cd 2S,Condition Codes,175,77
Daily>Encounters,Columns,UBCond Cd 27,Condition Codes,176,77
Daily>Encounters,Columns,UBCond Cd 26,Condition Codes,177,77
Daily>Encounters,Columns,UBCond Cd 27,Condition Codes,178,77
Daily>Encounters,Columns,UBCond Cd 28,Condition Codes,179,77
Daily>Encounters,Columns,UBCond Cd 29,Condition Codes,180,77
Daily>Encounters,Columns,UBCond Cd 30,Condition Codes,181,77
Daily>Encounters,Columns,FQHC,Federally Qualifying Health Claim Indicator,182,77
Daily>Encounters,Columns,FQHC Update Dt,Federally Qualifying Health Claim Update Date,183,77
Daily>Encounters,Columns,Mrkt Plan Name,Marketing Plan Name,184,77
Daily>Encounters,Columns,Mrkt Plan Type,Marketing Ran Type,185,77
Daily>Encounters,Columns,Mrkt Desc,Marketing Description,186,77
Daily>Encounters,Columns,Mrkt Comments,Marketing Ran Comments,187,77
Daily>Encounters,Columns,Community Code,Community Code,188,77
Daily>Encounters,Columns,Prim Care Phys,Primary Care Physician,189,77
Daily>Encounters,Columns,Rpt Type 2,Report Type 2,190,77
Daily>Encounters,Columns,Rpt Trans Cd 2,Report Transcation Code 2,191,77
Daily>Encounters,Columns,Ctrl Nbr 2,Control Number 2,192,77
Daily>Encounters,Columns,Rpt Type 3,Report Type 3,193,77
Daily>Encounters,Columns,Rpt Trans Cd 3,Report Transcation Code 3,194,77
Daily>Encounters,Columns,Ctrl Nbr 3,Control Number 3,195,77
Daily>Encounters,Columns,Rpt Type 4,Report Type 4,196,77
Daily>Encounters,Columns,Rpt Trans Cd 4,Report Transcation Code 4,197,77
Daily>Encounters,Columns,Ctrl Nbr 4,Control Number 4,198,77
Daily>Encounters,Columns,Rpt Trans Cd 4,Report Transcation Code 4,199,77
Daily>Encounters,Columns,Ctrl Nbr 4,Control Number 4,200,77
Daily>Encounters,Columns,Rpt Type 5,Report Type 5,201,77
Daily>Encounters,Columns,Rpt Trans Cd 5,Report Transcation Code 5,202,77
Daily>Encounters,Columns,Ctrl Nbr 5,Control Number 5,203,77
Daily>Encounters,Columns,Rpt Type 6,Report Type 6,204,77
Daily>Encounters,Columns,Rpt Trans Cd 6,Report Transcation Code 6,205,77
Daily>Encounters,Columns,Ctrl Nbr 6,Control Number 6,206,77
Daily>Encounters,Columns,Rpt Type 7,Report Type 7,207,77
Daily>Encounters,Columns,Rpt Trans Cd 7,Report Transcation Code 7,208,77
Daily>Encounters,Columns,Ctrl Nbr 7,Control Number 7,209,77
Daily>Encounters,Columns,Rpt Type 8,Report Type 8,210,77
Daily>Encounters,Columns,Rpt Trans Cd 8,Report Transcation Code 8,211,77
Daily>Encounters,Columns,Ctrl Nbr 8,Control Number 8,212,77
Daily>Encounters,Columns,Rpt Type 9,Report Type 9,213,77
Daily>Encounters,Columns,Rpt Trans Cd 9,Report Transcation Code 9,214,77
Daily>Encounters,Columns,Ctrl Nbr 9,Control Number 9,215,77
Daily>Encounters,Columns,Rpt Type 10,Report Type 10,216,77
Daily>Encounters,Columns,Rpt Trans Cd 10,Report Transcation Code 10,217,77
Daily>Encounters,Columns,Ctrl Nbr 10,Control Number 10,218,77
Daily>Encounters,Columns,Vsn Code Cat,Vision Code Category,219,77
Daily>Encounters,Columns,Vsn Cnd Ind Cd,Vision Condition Indicator Code,220,77
Daily>Encounters,Columns,Ctrl Nbr 9,Control Number 9,221,77
Daily>Encounters,Columns,Rpt Type 10,Report Type 10,222,77
Daily>Encounters,Columns,Rpt Trans Cd 10,Report Transcation Code 10,223,77
Daily>Encounters,Columns,Ctrl Nbr 10,Control Number 10,224,77
Daily>Encounters,Columns,Vsn Code Cat,Vision Code Category,225,77
Daily>Encounters,Columns,Vsn Cnd Ind Cd,Vision Condition Indicator Code,226,77
Daily>Encounters,Columns,Vsn Code Cat 2,Vision Code Category 2,227,77
Daily>Encounters,Columns,Vsn Cnd Ind Cd 2,Vision Condition Indicator Code 2,228,77
Daily>Encounters,Columns,Vsn Code Cat 3,Vision Code Category 3,229,77
Daily>Encounters,Columns,Vsn Cnd Ind Cd 3,Vision Code Category 2,230,77
Daily>Encounters,Columns,Not Asnd Prov Elec L,NonPar Provider Authorized to Send Electronic Claim,231,77
Daily>Encounters,Columns,Hearing Vsn Rx Date,Hearing/Vision Prescription Date,232,77
Daily>Encounters,Columns,Prim Enc Rate SIM,Primary Encounter Rate Ser/ice Item,233,77
Daily>Encounters,Columns,Prim Enc Rate Amt,Primary Encounter Rate Amount,234,77
Daily>Encounters,Columns,Sec Enc Rate SIM,Secondary Encounter Rate Service Item,235,77
Daily>Encounters,Columns,Sec Enc Rate Amt,Secondary Encounter Rate Amount,236,77
